Player,Season,TPM,TPA,TPP
Evan Fournier,2015,85,225,0.37777777777777777
Evan Turner,2015,33,119,0.2773109243697479
Festus Ezeli,2015,0,0,NA
Francisco Garcia,2015,10,45,0.2222222222222222
Furkan Aldemir,2015,0,5,0
Gal Mekel,2015,0,3,0
Garrett Temple,2015,33,88,0.375
Gary Harris,2015,21,103,0.20388349514563106
Gary Neal,2015,50,164,0.3048780487804878
George Hill,2015,69,193,0.35751295336787564
Gerald Green,2015,137,387,0.35400516795865633
Gerald Henderson,2015,45,136,0.33088235294117646
Gerald Wallace,2015,1,3,0.3333333333333333
Giannis Antetokounmpo,2015,7,44,0.1590909090909091
Glen Davis,2015,0,4,0
Glen Rice,2015,1,7,0.14285714285714285
Glenn Robinson,2015,5,19,0.2631578947368421
Goran Dragic,2015,90,259,0.3474903474903475
Gordon Hayward,2015,120,330,0.36363636363636365
Gorgui Dieng,2015,1,6,0.16666666666666666
Grant Jerrett,2015,1,15,0.06666666666666667
Greg Monroe,2015,0,0,NA
Greg Smith,2015,0,0,NA
Greg Stiemsma,2015,0,0,NA
Greivis Vasquez,2015,133,351,0.3789173789173789
Harrison Barnes,2015,87,215,0.4046511627906977
Hassan Whiteside,2015,0,0,NA
Hedo Turkoglu,2015,60,139,0.4316546762589928
Henry Sims,2015,4,22,0.18181818181818182
Henry Walker,2015,45,132,0.3409090909090909
Hollis Thompson,2015,115,287,0.40069686411149824
Ian Clark,2015,10,30,0.3333333333333333
Ian Mahinmi,2015,0,0,NA
Iman Shumpert,2015,67,196,0.34183673469387754
Isaiah Canaan,2015,91,246,0.3699186991869919
Isaiah Thomas,2015,129,346,0.37283236994219654
Ish Smith,2015,18,60,0.3
J.J. Barea,2015,54,167,0.32335329341317365
J.J. Hickson,2015,0,2,0
J.J. Redick,2015,200,458,0.4366812227074236
J.R. Smith,2015,163,426,0.3826291079812207
JaKarr Sampson,2015,31,127,0.2440944881889764
JaMychal Green,2015,0,6,0
JaVale McGee,2015,0,0,NA
Jabari Brown,2015,23,62,0.3709677419354839
Jabari Parker,2015,4,16,0.25
Jack Cooley,2015,0,0,NA
Jae Crowder,2015,61,208,0.2932692307692308
Jamaal Franklin,2015,1,2,0.5
Jamal Crawford,2015,119,364,0.3269230769230769
Jameer Nelson,2015,89,258,0.3449612403100775
James Ennis,2015,31,95,0.3263157894736842
James Harden,2015,208,555,0.3747747747747748
James Johnson,2015,11,51,0.21568627450980393
James Jones,2015,63,175,0.36
James Michael McAdoo,2015,0,0,NA
James Young,2015,17,66,0.25757575757575757
Jannero Pargo,2015,9,22,0.4090909090909091
Jared Cunningham,2015,4,13,0.3076923076923077
Jared Dudley,2015,74,192,0.3854166666666667
Jared Sullinger,2015,52,184,0.2826086956521739
Jarnell Stokes,2015,0,0,NA
Jarrett Jack,2015,39,146,0.2671232876712329
Jason Maxiell,2015,0,0,NA
Jason Richardson,2015,31,96,0.3229166666666667
Jason Smith,2015,15,42,0.35714285714285715
Jason Terry,2015,126,323,0.39009287925696595
Jason Thompson,2015,0,1,0
Jeff Adrien,2015,0,0,NA
Jeff Ayres,2015,0,0,NA
Jeff Green,2015,97,292,0.3321917808219178
Jeff Teague,2015,71,207,0.34299516908212563
Jeff Withey,2015,0,0,NA
Jeffery Taylor,2015,11,36,0.3055555555555556
Jerami Grant,2015,49,156,0.3141025641025641
Jerel McNeal,2015,1,2,0.5
Jeremy Evans,2015,2,5,0.4
Jeremy Lamb,2015,38,111,0.34234234234234234
Jeremy Lin,2015,65,176,0.3693181818181818
Jerome Jordan,2015,0,0,NA
Jerrelle Benimon,2015,0,0,NA
Jerryd Bayless,2015,37,120,0.30833333333333335
Jimmer Fredette,2015,9,48,0.1875
Jimmy Butler,2015,73,193,0.37823834196891193
Joakim Noah,2015,0,2,0
Jodie Meeks,2015,74,212,0.3490566037735849
Joe Harris,2015,31,84,0.36904761904761907
Joe Ingles,2015,72,202,0.3564356435643564
Joe Johnson,2015,121,337,0.3590504451038576
Joel Anthony,2015,0,0,NA
Joel Freeland,2015,0,0,NA
Joey Dorsey,2015,0,1,0
Joffrey Lauvergne,2015,3,16,0.1875
John Henson,2015,0,0,NA
John Jenkins,2015,21,52,0.40384615384615385
John Lucas III,2015,9,29,0.3103448275862069
John Salmons,2015,8,26,0.3076923076923077
John Wall,2015,65,217,0.2995391705069124
Johnny O'Bryant,2015,0,0,NA
Jon Leuer,2015,7,29,0.2413793103448276
Jonas Jerebko,2015,54,140,0.38571428571428573
Jonas Valanciunas,2015,0,1,0
Jordan Adams,2015,10,25,0.4
Jordan Clarkson,2015,38,121,0.3140495867768595
Jordan Farmar,2015,35,97,0.36082474226804123
Jordan Hamilton,2015,10,21,0.47619047619047616
Jordan Hill,2015,3,11,0.2727272727272727
Jorge Gutierrez,2015,0,3,0
Jose Calderon,2015,59,142,0.4154929577464789
Josh McRoberts,2015,8,19,0.42105263157894735
Josh Smith,2015,72,228,0.3157894736842105
Jrue Holiday,2015,51,135,0.37777777777777777
Julius Randle,2015,0,0,NA
Justin Hamilton,2015,10,31,0.3225806451612903
Justin Holiday,2015,35,109,0.3211009174311927
Jusuf Nurkic,2015,0,2,0
K.J. McDaniels,2015,43,150,0.2866666666666667
Kalin Lucas,2015,0,0,NA
Kawhi Leonard,2015,67,192,0.3489583333333333
Kelly Olynyk,2015,61,175,0.3485714285714286
Kemba Walker,2015,85,280,0.30357142857142855
Kendall Marshall,2015,18,46,0.391304347826087
Kendrick Perkins,2015,0,1,0
Kenneth Faried,2015,1,8,0.125
Kent Bazemore,2015,48,132,0.36363636363636365
Kentavious Caldwell-Pope,2015,153,444,0.34459459459459457
Kenyon Martin,2015,0,0,NA
Kevin Durant,2015,64,159,0.4025157232704403
Kevin Garnett,2015,1,7,0.14285714285714285
Kevin Love,2015,144,392,0.3673469387755102
Kevin Martin,2015,75,191,0.39267015706806285
Kevin Seraphin,2015,0,2,0
Khris Middleton,2015,109,268,0.40671641791044777
Kirk Hinrich,2015,58,168,0.34523809523809523
Klay Thompson,2015,239,545,0.43853211009174314
Kobe Bryant,2015,54,184,0.29347826086956524
Kosta Koufos,2015,0,0,NA
Kostas Papanikolaou,2015,31,106,0.29245283018867924
Kris Humphries,2015,0,7,0
Kyle Anderson,2015,3,11,0.2727272727272727
Kyle Korver,2015,221,449,0.4922048997772829
Kyle Lowry,2015,132,391,0.33759590792838873
Kyle O'Quinn,2015,12,43,0.27906976744186046
Kyle Singler,2015,96,241,0.3983402489626556
Kyrie Irving,2015,157,378,0.41534391534391535
LaMarcus Aldridge,2015,37,105,0.3523809523809524
Lance Stephenson,2015,18,105,0.17142857142857143
Lance Thomas,2015,7,22,0.3181818181818182
Landry Fields,2015,1,2,0.5
Langston Galloway,2015,62,176,0.3522727272727273
Larry Drew,2015,4,26,0.15384615384615385
Larry Sanders,2015,0,0,NA
Lavoy Allen,2015,0,0,NA
LeBron James,2015,120,339,0.35398230088495575
Leandro Barbosa,2015,43,112,0.38392857142857145
Lester Hudson,2015,3,6,0.5
Lorenzo Brown,2015,6,28,0.21428571428571427
Lou Amundson,2015,0,1,0
Lou Williams,2015,152,447,0.3400447427293065
Luc Mbah a Moute,2015,62,202,0.3069306930693069
Lucas Nogueira,2015,0,0,NA
Luigi Datome,2015,18,40,0.45
Luis Scola,2015,5,20,0.25
Luke Babbitt,2015,59,115,0.5130434782608696
Luke Ridnour,2015,20,63,0.31746031746031744
Luol Deng,2015,78,220,0.35454545454545455
Malcolm Lee,2015,0,0,NA
Malcolm Thomas,2015,0,7,0
Manu Ginobili,2015,89,258,0.3449612403100775
Marc Gasol,2015,3,17,0.17647058823529413
Marcin Gortat,2015,0,3,0
Marco Belinelli,2015,86,230,0.3739130434782609
Marcus Morris,2015,112,313,0.35782747603833864
Marcus Smart,2015,91,272,0.33455882352941174
Marcus Thornton,2015,54,143,0.3776223776223776
Mario Chalmers,2015,73,248,0.29435483870967744
Markel Brown,2015,17,64,0.265625
Markieff Morris,2015,57,179,0.31843575418994413
Marreese Speights,2015,5,18,0.2777777777777778
Martell Webster,2015,10,43,0.23255813953488372
Marvin Williams,2015,95,265,0.3584905660377358
Mason Plumlee,2015,0,3,0
Matt Barnes,2015,136,376,0.3617021276595745
Matt Bonner,2015,46,126,0.36507936507936506
Matthew Dellavedova,2015,68,167,0.40718562874251496
Maurice Harkless,2015,10,56,0.17857142857142858
Meyers Leonard,2015,47,112,0.41964285714285715
Michael Beasley,2015,8,34,0.23529411764705882
Michael Carter-Williams,2015,36,153,0.23529411764705882
Michael Kidd-Gilchrist,2015,0,0,NA
Mike Conley,2015,107,277,0.3862815884476534
Mike Dunleavy,2015,107,263,0.4068441064638783
Mike Miller,2015,32,98,0.32653061224489793
Mike Muscala,2015,9,22,0.4090909090909091
Mike Scott,2015,66,192,0.34375
Miles Plumlee,2015,0,0,NA
Miroslav Raduljica,2015,0,0,NA
Mirza Teletovic,2015,62,193,0.32124352331606215
Mitch McGary,2015,0,2,0
Mo Williams,2015,119,348,0.34195402298850575
Monta Ellis,2015,81,284,0.2852112676056338
Nate Robinson,2015,31,112,0.2767857142857143
Nate Wolters,2015,0,7,0
Nazr Mohammed,2015,0,0,NA
Nene Hilario,2015,1,5,0.2
Nerlens Noel,2015,0,0,NA
Nick Calathes,2015,11,43,0.2558139534883721
Nick Collison,2015,16,60,0.26666666666666666
Nick Johnson,2015,5,21,0.23809523809523808
Nick Young,2015,83,225,0.3688888888888889
Nicolas Batum,2015,100,309,0.32362459546925565
Nik Stauskas,2015,48,149,0.3221476510067114
Nikola Mirotic,2015,99,313,0.31629392971246006
Nikola Pekovic,2015,0,0,NA
Nikola Vucevic,2015,2,6,0.3333333333333333
Noah Vonleh,2015,5,13,0.38461538461538464
Norris Cole,2015,55,176,0.3125
O.J. Mayo,2015,99,277,0.3574007220216607
Ognjen Kuzmic,2015,0,0,NA
Omer Asik,2015,0,0,NA
Omri Casspi,2015,35,87,0.40229885057471265
Otto Porter,2015,35,104,0.33653846153846156
P.J. Hairston,2015,49,163,0.3006134969325153
P.J. Tucker,2015,87,252,0.34523809523809523
Pablo Prigioni,2015,57,166,0.3433734939759036
Patrick Beverley,2015,115,323,0.3560371517027864
Patrick Christopher,2015,0,4,0
Patrick Patterson,2015,105,283,0.3710247349823322
Patty Mills,2015,62,182,0.34065934065934067
Pau Gasol,2015,12,26,0.46153846153846156
Paul George,2015,9,22,0.4090909090909091
Paul Millsap,2015,77,216,0.35648148148148145
Paul Pierce,2015,118,303,0.38943894389438943
Pero Antic,2015,52,173,0.30057803468208094
Perry Jones,2015,14,60,0.23333333333333334
Phil Pressey,2015,16,65,0.24615384615384617
Quincy Acy,2015,18,60,0.3
Quincy Miller,2015,3,18,0.16666666666666666
Quincy Pondexter,2015,91,244,0.3729508196721312
Rajon Rondo,2015,27,86,0.313953488372093
Ramon Sessions,2015,19,60,0.31666666666666665
Randy Foye,2015,94,263,0.3574144486692015
Rasual Butler,2015,91,235,0.3872340425531915
Ray McCallum,2015,34,111,0.3063063063063063
Raymond Felton,2015,10,34,0.29411764705882354
Reggie Bullock,2015,15,46,0.32608695652173914
Reggie Evans,2015,0,2,0
Reggie Jackson,2015,72,241,0.2987551867219917
Reggie Williams,2015,3,19,0.15789473684210525
Richard Jefferson,2015,66,155,0.4258064516129032
Ricky Ledo,2015,10,27,0.37037037037037035
Ricky Rubio,2015,13,51,0.2549019607843137
Robbie Hummel,2015,16,51,0.3137254901960784
Robert Covington,2015,167,446,0.3744394618834081
Robert Sacre,2015,0,1,0
Robin Lopez,2015,0,1,0
Rodney Hood,2015,62,170,0.36470588235294116
Rodney Stuckey,2015,55,141,0.3900709219858156
Ronnie Price,2015,31,109,0.28440366972477066
Ronny Turiaf,2015,0,0,NA
Roy Hibbert,2015,0,2,0
Rudy Gay,2015,79,220,0.35909090909090907
Rudy Gobert,2015,0,2,0
Russ Smith,2015,2,11,0.18181818181818182
Russell Westbrook,2015,86,288,0.2986111111111111
Ryan Anderson,2015,122,359,0.3398328690807799
Ryan Hollins,2015,0,0,NA
Ryan Kelly,2015,45,134,0.3358208955223881
Samuel Dalembert,2015,0,0,NA
Sean Kilpatrick,2015,4,13,0.3076923076923077
Sebastian Telfair,2015,18,60,0.3
Serge Ibaka,2015,77,205,0.375609756097561
Sergey Karasev,2015,16,54,0.2962962962962963
Seth Curry,2015,0,1,0
Shabazz Muhammad,2015,20,51,0.39215686274509803
Shabazz Napier,2015,43,118,0.3644067796610169
Shane Larkin,2015,35,116,0.3017241379310345
Shannon Brown,2015,3,7,0.42857142857142855
Shaun Livingston,2015,0,2,0
Shavlik Randolph,2015,0,5,0
Shawn Marion,2015,12,46,0.2608695652173913
Shawne Williams,2015,64,178,0.3595505617977528
Shayne Whittington,2015,1,6,0.16666666666666666
Shelvin Mack,2015,40,127,0.31496062992125984
Sim Bhullar,2015,0,0,NA
Solomon Hill,2015,68,208,0.3269230769230769
Spencer Dinwiddie,2015,12,65,0.18461538461538463
Spencer Hawes,2015,55,176,0.3125
Stephen Curry,2015,286,646,0.44272445820433437
Steve Blake,2015,77,219,0.3515981735159817
Steve Novak,2015,19,48,0.3958333333333333
Steven Adams,2015,0,2,0
T.J. Warren,2015,5,21,0.23809523809523808
Taj Gibson,2015,0,0,NA
Tarik Black,2015,0,1,0
Tayshaun Prince,2015,31,67,0.4626865671641791
Terrence Jones,2015,13,37,0.35135135135135137
Terrence Ross,2015,145,390,0.3717948717948718
Thabo Sefolosha,2015,25,78,0.32051282051282054
Thaddeus Young,2015,38,115,0.33043478260869563
Thomas Robinson,2015,0,2,0
Tiago Splitter,2015,0,0,NA
Tim Duncan,2015,2,7,0.2857142857142857
Tim Frazier,2015,5,17,0.29411764705882354
Tim Hardaway,2015,121,354,0.3418079096045198
Timofey Mozgov,2015,2,6,0.3333333333333333
Tobias Harris,2015,87,239,0.36401673640167365
Toney Douglas,2015,5,18,0.2777777777777778
Tony Allen,2015,10,29,0.3448275862068966
Tony Parker,2015,38,89,0.42696629213483145
Tony Snell,2015,73,197,0.37055837563451777
Tony Wroten,2015,37,142,0.2605633802816901
Toure' Murry,2015,0,0,NA
Travis Wear,2015,11,30,0.36666666666666664
Trevor Ariza,2015,194,555,0.34954954954954953
Trevor Booker,2015,29,84,0.34523809523809523
Trey Burke,2015,124,390,0.31794871794871793
Tristan Thompson,2015,0,0,NA
Troy Daniels,2015,43,118,0.3644067796610169
Ty Lawson,2015,70,205,0.34146341463414637
Tyler Ennis,2015,12,43,0.27906976744186046
Tyler Hansbrough,2015,1,7,0.14285714285714285
Tyler Johnson,2015,18,48,0.375
Tyler Zeller,2015,0,0,NA
Tyreke Evans,2015,69,227,0.3039647577092511
Tyrus Thomas,2015,0,0,NA
Tyson Chandler,2015,0,0,NA
Udonis Haslem,2015,2,10,0.2
Vander Blue,2015,2,10,0.2
Victor Claver,2015,6,11,0.5454545454545454
Victor Oladipo,2015,84,248,0.3387096774193548
Vince Carter,2015,69,232,0.2974137931034483
Wayne Ellington,2015,90,243,0.37037037037037035
Wesley Johnson,2015,91,259,0.35135135135135137
Wesley Matthews,2015,173,445,0.3887640449438202
Will Barton,2015,23,85,0.27058823529411763
Will Bynum,2015,0,9,0
Will Cherry,2015,2,9,0.2222222222222222
Willie Green,2015,42,121,0.34710743801652894
Wilson Chandler,2015,139,406,0.34236453201970446
Xavier Henry,2015,0,0,NA
Zach LaVine,2015,57,167,0.3413173652694611
Zach Randolph,2015,7,20,0.35
Zaza Pachulia,2015,0,3,0
Zoran Dragic,2015,3,14,0.21428571428571427
Aaron Brooks,2016,66,185,0.3567567567567568
Aaron Gordon,2016,42,142,0.29577464788732394
Aaron Harrison,2016,3,10,0.3
Adreian Payne,2016,9,32,0.28125
Al Horford,2016,88,256,0.34375
Al Jefferson,2016,0,0,NA
Al-Farouq Aminu,2016,126,349,0.36103151862464183
Alan Anderson,2016,12,37,0.32432432432432434
Alan Williams,2016,0,0,NA
Alec Burks,2016,32,79,0.4050632911392405
Alex Len,2016,1,7,0.14285714285714285
Alex Stepheson,2016,0,0,NA
Alexis Ajinca,2016,0,1,0
Allen Crabbe,2016,112,285,0.3929824561403509
Alonzo Gee,2016,17,60,0.2833333333333333
Amar'e Stoudemire,2016,0,0,NA
Amir Johnson,2016,10,43,0.23255813953488372
Anderson Varejao,2016,0,1,0
Andre Drummond,2016,2,6,0.3333333333333333
Andre Iguodala,2016,54,154,0.35064935064935066
Andre Miller,2016,2,8,0.25
Andre Roberson,2016,32,103,0.3106796116504854
Andrea Bargnani,2016,3,16,0.1875
Andrew Bogut,2016,1,1,1
Andrew Goudelock,2016,1,9,0.1111111111111111
Andrew Nicholson,2016,41,114,0.35964912280701755
Andrew Wiggins,2016,57,190,0.3
Anthony Bennett,2016,3,14,0.21428571428571427
Anthony Brown,2016,20,70,0.2857142857142857
Anthony Davis,2016,35,108,0.32407407407407407
Anthony Morrow,2016,79,204,0.3872549019607843
Anthony Tolliver,2016,98,272,0.3602941176470588
Archie Goodwin,2016,23,99,0.23232323232323232
Aron Baynes,2016,0,2,0
Arron Afflalo,2016,91,238,0.38235294117647056
Austin Rivers,2016,62,185,0.33513513513513515
Avery Bradley,2016,147,407,0.36117936117936117
Axel Toupane,2016,13,40,0.325
Ben McLemore,2016,67,185,0.3621621621621622
Beno Udrih,2016,15,44,0.3409090909090909
Bismack Biyombo,2016,0,1,0
Blake Griffin,2016,6,18,0.3333333333333333
Boban Marjanovic,2016,0,0,NA
Bobby Portis,2016,16,52,0.3076923076923077
Bojan Bogdanovic,2016,129,338,0.3816568047337278
Boris Diaw,2016,25,69,0.36231884057971014
Bradley Beal,2016,105,271,0.3874538745387454
Brandan Wright,2016,0,0,NA
Branden Dawson,2016,0,0,NA
Brandon Bass,2016,0,2,0
Brandon Jennings,2016,51,155,0.32903225806451614
Brandon Knight,2016,120,351,0.3418803418803419
Brandon Rush,2016,65,157,0.4140127388535032
Brian Roberts,2016,15,42,0.35714285714285715
Briante Weber,2016,0,5,0
Brook Lopez,2016,2,14,0.14285714285714285
Bruno Caboclo,2016,1,7,0.14285714285714285
Bryce Cotton,2016,0,3,0
Bryce Dejean-Jones,2016,12,32,0.375
C.J. McCollum,2016,197,472,0.4173728813559322
C.J. Miles,2016,142,387,0.3669250645994832
C.J. Watson,2016,14,48,0.2916666666666667
C.J. Wilcox,2016,9,23,0.391304347826087
Cameron Bairstow,2016,1,5,0.2
Cameron Payne,2016,36,111,0.32432432432432434
Carl Landry,2016,6,13,0.46153846153846156
Carmelo Anthony,2016,105,310,0.3387096774193548
Caron Butler,2016,3,18,0.16666666666666666
Chandler Parsons,2016,104,251,0.41434262948207173
Channing Frye,2016,91,235,0.3872340425531915
Charlie Villanueva,2016,47,172,0.27325581395348836
Chase Budinger,2016,24,86,0.27906976744186046
Chris Andersen,2016,4,14,0.2857142857142857
Chris Bosh,2016,81,222,0.36486486486486486
Chris Copeland,2016,10,36,0.2777777777777778
Chris Johnson,2016,27,99,0.2727272727272727
Chris Kaman,2016,1,4,0.25
Chris McCullough,2016,13,34,0.38235294117647056
Chris Paul,2016,122,329,0.3708206686930091
Christian Wood,2016,4,11,0.36363636363636365
Chuck Hayes,2016,0,0,NA
Cleanthony Early,2016,4,15,0.26666666666666666
Cliff Alexander,2016,0,0,NA
Clint Capela,2016,0,1,0
Cody Zeller,2016,1,10,0.1
Cole Aldrich,2016,0,0,NA
Corey Brewer,2016,61,224,0.27232142857142855
Cory Jefferson,2016,0,1,0
Cory Joseph,2016,30,110,0.2727272727272727
Coty Clarke,2016,2,2,1
Courtney Lee,2016,82,217,0.3778801843317972
Cristiano Felicio,2016,0,4,0
D'Angelo Russell,2016,130,370,0.35135135135135137
D.J. Augustin,2016,68,168,0.40476190476190477
Dahntay Jones,2016,1,2,0.5
Damian Lillard,2016,229,610,0.37540983606557377
Damien Inglis,2016,3,13,0.23076923076923078
Damjan Rudez,2016,17,50,0.34
Danilo Gallinari,2016,87,239,0.36401673640167365
Danny Green,2016,116,349,0.332378223495702
Dante Cunningham,2016,55,174,0.3160919540229885
Darrell Arthur,2016,45,117,0.38461538461538464
Darren Collison,2016,87,217,0.4009216589861751
Darrun Hilliard,2016,19,50,0.38
David Lee,2016,0,1,0
David West,2016,3,7,0.42857142857142855
DeAndre Jordan,2016,0,1,0
DeJuan Blair,2016,0,1,0
DeMar DeRozan,2016,47,139,0.3381294964028777
DeMarcus Cousins,2016,70,210,0.3333333333333333
DeMarre Carroll,2016,46,118,0.3898305084745763
Delon Wright,2016,5,13,0.38461538461538464
Dennis Schroder,2016,77,239,0.32217573221757323
Deron Williams,2016,97,282,0.34397163120567376
Derrick Favors,2016,0,4,0
Derrick Rose,2016,44,150,0.29333333333333333
Derrick Williams,2016,44,150,0.29333333333333333
Devin Booker,2016,99,289,0.34256055363321797
Devin Harris,2016,52,158,0.3291139240506329
Devyn Marble,2016,8,32,0.25
Dewayne Dedmon,2016,0,0,NA
Dion Waiters,2016,86,240,0.35833333333333334
Dirk Nowitzki,2016,126,342,0.3684210526315789
Donald Sloan,2016,38,99,0.3838383838383838
Donatas Motiejunas,2016,16,57,0.2807017543859649
Doug McDermott,2016,110,259,0.4247104247104247
Draymond Green,2016,100,258,0.3875968992248062
Drew Gooden,2016,7,41,0.17073170731707318
Duje Dukan,2016,2,5,0.4
Dwight Howard,2016,0,6,0
Dwight Powell,2016,2,16,0.125
Dwyane Wade,2016,7,44,0.1590909090909091
E'Twaun Moore,2016,47,104,0.4519230769230769
Ed Davis,2016,0,0,NA
Elfrid Payton,2016,30,92,0.32608695652173914
Elijah Millsap,2016,1,12,0.08333333333333333
Elliot Williams,2016,1,4,0.25
Elton Brand,2016,0,1,0
Emmanuel Mudiay,2016,74,232,0.31896551724137934
Enes Kanter,2016,10,21,0.47619047619047616
Eric Bledsoe,2016,48,129,0.37209302325581395
Eric Gordon,2016,113,294,0.3843537414965986
Eric Moreland,2016,0,0,NA
Erick Green,2016,1,5,0.2
Ersan Ilyasova,2016,96,259,0.37065637065637064
Evan Fournier,2016,156,390,0.4
Evan Turner,2016,20,83,0.24096385542168675
Festus Ezeli,2016,0,0,NA
Frank Kaminsky,2016,68,202,0.33663366336633666
Garrett Temple,2016,89,258,0.3449612403100775
Gary Harris,2016,105,297,0.35353535353535354
Gary Neal,2016,41,100,0.41
George Hill,2016,128,314,0.40764331210191085
Gerald Green,2016,84,260,0.3230769230769231
Gerald Henderson,2016,48,136,0.35294117647058826
Giannis Antetokounmpo,2016,28,109,0.25688073394495414
Glenn Robinson,2016,14,37,0.3783783783783784
Goran Dragic,2016,64,205,0.3121951219512195
Gordon Hayward,2016,143,410,0.348780487804878
Gorgui Dieng,2016,6,20,0.3
Greg Monroe,2016,0,1,0
Greg Smith,2016,0,0,NA
Greivis Vasquez,2016,18,73,0.2465753424657534
Harrison Barnes,2016,82,214,0.38317757009345793
Hassan Whiteside,2016,0,0,NA
Henry Sims,2016,0,0,NA
Hollis Thompson,2016,149,392,0.38010204081632654
Ian Clark,2016,30,84,0.35714285714285715
Ian Mahinmi,2016,0,0,NA
Iman Shumpert,2016,43,146,0.2945205479452055
Isaiah Canaan,2016,176,485,0.3628865979381443
Isaiah Thomas,2016,167,465,0.35913978494623655
Ish Smith,2016,56,170,0.32941176470588235
J.J. Barea,2016,100,260,0.38461538461538464
J.J. Hickson,2016,0,1,0
J.J. O'Brien,2016,0,0,NA
J.J. Redick,2016,200,421,0.4750593824228028
J.R. Smith,2016,204,510,0.4
JaKarr Sampson,2016,14,63,0.2222222222222222
JaMychal Green,2016,15,45,0.3333333333333333
JaVale McGee,2016,0,1,0
Jabari Parker,2016,9,35,0.2571428571428571
Jae Crowder,2016,122,363,0.33608815426997246
Jahlil Okafor,2016,1,6,0.16666666666666666
Jamal Crawford,2016,117,344,0.34011627906976744
Jameer Nelson,2016,43,144,0.2986111111111111
James Anderson,2016,23,86,0.26744186046511625
James Ennis,2016,26,58,0.4482758620689655
James Harden,2016,236,657,0.3592085235920852
James Johnson,2016,20,66,0.30303030303030304
James Jones,2016,41,104,0.3942307692307692
James Michael McAdoo,2016,1,2,0.5
James Young,2016,6,26,0.23076923076923078
Jared Cunningham,2016,12,39,0.3076923076923077
Jared Dudley,2016,100,238,0.42016806722689076
Jared Sullinger,2016,29,103,0.2815533980582524
