Player,Season,TPM,TPA,TPP
Andre Barrett,2006,2,14,0.14285714285714285
Andre Iguodala,2006,56,158,0.35443037974683544
Andre Miller,2006,5,27,0.18518518518518517
Andre Owens,2006,3,16,0.1875
Andrei Kirilenko,2006,36,117,0.3076923076923077
Andres Nocioni,2006,93,238,0.3907563025210084
Andrew Bogut,2006,0,3,0
Andrew Bynum,2006,0,0,NA
Andris Biedrins,2006,0,0,NA
Anfernee Hardaway,2006,0,1,0
Antawn Jamison,2006,147,373,0.3941018766756032
Anthony Carter,2006,4,15,0.26666666666666666
Anthony Goldwire,2006,0,2,0
Anthony Grundy,2006,5,15,0.3333333333333333
Anthony Johnson,2006,51,155,0.32903225806451614
Anthony Roberson,2006,5,10,0.5
Antoine Walker,2006,137,383,0.3577023498694517
Antoine Wright,2006,1,15,0.06666666666666667
Antonio Burks,2006,1,6,0.16666666666666666
Antonio Daniels,2006,23,101,0.22772277227722773
Antonio Davis,2006,0,1,0
Antonio McDyess,2006,0,2,0
Arvydas Macijauskas,2006,3,12,0.25
Austin Croshere,2006,54,140,0.38571428571428573
Awvee Storey,2006,3,7,0.42857142857142855
Baron Davis,2006,102,324,0.3148148148148148
Ben Gordon,2006,166,382,0.43455497382198954
Ben Wallace,2006,0,4,0
Beno Udrih,2006,24,70,0.34285714285714286
Bernard Robinson,2006,2,21,0.09523809523809523
Billy Thomas,2006,10,30,0.3333333333333333
Bo Outlaw,2006,0,0,NA
Bobby Jackson,2006,129,332,0.3885542168674699
Bobby Simmons,2006,105,250,0.42
Boniface N'Dong,2006,0,1,0
Bonzi Wells,2006,10,45,0.2222222222222222
Boris Diaw,2006,8,30,0.26666666666666666
Bostjan Nachbar,2006,19,71,0.2676056338028169
Bracey Wright,2006,6,17,0.35294117647058826
Brad Miller,2006,34,88,0.38636363636363635
Brandon Bass,2006,0,0,NA
Brendan Haywood,2006,0,0,NA
Brent Barry,2006,80,202,0.39603960396039606
Brevin Knight,2006,3,13,0.23076923076923078
Brian Cardinal,2006,13,29,0.4482758620689655
Brian Cook,2006,36,84,0.42857142857142855
Brian Grant,2006,0,0,NA
Brian Scalabrine,2006,31,87,0.3563218390804598
Brian Skinner,2006,0,0,NA
Bruce Bowen,2006,104,245,0.42448979591836733
Bryon Russell,2006,0,0,NA
C.J. Miles,2006,5,20,0.25
Calbert Cheaney,2006,0,8,0
Calvin Booth,2006,1,2,0.5
Carlos Arroyo,2006,7,20,0.35
Carlos Boozer,2006,0,0,NA
Carlos Delfino,2006,20,60,0.3333333333333333
Carmelo Anthony,2006,37,152,0.24342105263157895
Caron Butler,2006,41,120,0.3416666666666667
Channing Frye,2006,3,9,0.3333333333333333
Charles Smith,2006,15,38,0.39473684210526316
Charlie Bell,2006,71,168,0.4226190476190476
Charlie Villanueva,2006,70,214,0.32710280373831774
Chauncey Billups,2006,184,425,0.4329411764705882
Chris Andersen,2006,0,0,NA
Chris Bosh,2006,0,13,0
Chris Duhon,2006,100,278,0.3597122302158273
Chris Kaman,2006,0,2,0
Chris Mihm,2006,0,0,NA
Chris Paul,2006,50,177,0.2824858757062147
Chris Taft,2006,0,0,NA
Chris Webber,2006,21,77,0.2727272727272727
Chris Wilcox,2006,0,2,0
Chuck Hayes,2006,0,1,0
Chucky Atkins,2006,97,274,0.354014598540146
Clifford Robinson,2006,60,175,0.34285714285714286
Corey Maggette,2006,24,71,0.3380281690140845
Corliss Williamson,2006,2,2,1
Cuttino Mobley,2006,83,245,0.33877551020408164
Dahntay Jones,2006,3,21,0.14285714285714285
Dale Davis,2006,0,1,0
Damien Wilkins,2006,14,56,0.25
Damon Jones,2006,140,371,0.37735849056603776
Damon Stoudamire,2006,36,104,0.34615384615384615
Dan Dickau,2006,10,20,0.5
Dan Gadzuric,2006,0,1,0
Daniel Ewing,2006,22,78,0.28205128205128205
Danny Fortson,2006,0,0,NA
Danny Granger,2006,30,93,0.3225806451612903
Darius Miles,2006,2,10,0.2
Darius Songaila,2006,2,5,0.4
Darko Milicic,2006,0,2,0
Darrell Armstrong,2006,11,48,0.22916666666666666
Darrick Martin,2006,16,40,0.4
David Harrison,2006,0,0,NA
David Lee,2006,0,0,NA
David Wesley,2006,99,271,0.36531365313653136
David West,2006,3,11,0.2727272727272727
DeSagana Diop,2006,1,2,0.5
DeShawn Stevenson,2006,2,15,0.13333333333333333
Delonte West,2006,84,218,0.3853211009174312
Deng Gai,2006,0,0,NA
DerMarr Johnson,2006,56,160,0.35
Derek Anderson,2006,40,134,0.29850746268656714
Derek Fisher,2006,117,295,0.39661016949152544
Deron Williams,2006,91,219,0.4155251141552511
Derrick Zimmerman,2006,0,0,NA
Desmond Mason,2006,1,6,0.16666666666666666
Devean George,2006,50,160,0.3125
Devin Brown,2006,39,118,0.3305084745762712
Devin Green,2006,0,2,0
Devin Harris,2006,5,21,0.23809523809523808
Didier Ilunga-Mbenga,2006,0,1,0
Dijon Thompson,2006,4,11,0.36363636363636365
Dikembe Mutombo*,2006,0,0,NA
Dirk Nowitzki,2006,110,271,0.4059040590405904
Donell Taylor,2006,4,17,0.23529411764705882
Donta Smith,2006,2,4,0.5
Donyell Marshall,2006,128,395,0.3240506329113924
Dorell Wright,2006,3,6,0.5
Doug Christie,2006,0,1,0
Drew Gooden,2006,1,3,0.3333333333333333
Dwayne Jones,2006,0,0,NA
Dwight Howard,2006,0,2,0
Dwyane Wade,2006,13,76,0.17105263157894737
Earl Barron,2006,0,0,NA
Earl Boykins,2006,62,179,0.3463687150837989
Earl Watson,2006,110,272,0.40441176470588236
Eddie Basden,2006,1,7,0.14285714285714285
Eddie Gill,2006,7,23,0.30434782608695654
Eddie Griffin,2006,16,82,0.1951219512195122
Eddie House,2006,123,316,0.38924050632911394
Eddie Jones,2006,133,374,0.35561497326203206
Eddy Curry,2006,0,0,NA
Eduardo Najera,2006,4,12,0.3333333333333333
Elton Brand,2006,1,3,0.3333333333333333
Emeka Okafor,2006,0,0,NA
Eric Piatkowski,2006,9,33,0.2727272727272727
Eric Snow,2006,1,10,0.1
Eric Williams,2006,5,18,0.2777777777777778
Erick Dampier,2006,0,0,NA
Ervin Johnson,2006,0,0,NA
Esteban Batista,2006,0,1,0
Etan Thomas,2006,0,0,NA
Fabricio Oberto,2006,0,2,0
Francisco Elson,2006,1,5,0.2
Francisco Garcia,2006,39,137,0.2846715328467153
Fred Jones,2006,63,187,0.33689839572192515
Gary Payton*,2006,66,230,0.28695652173913044
Gerald Fitch,2006,7,26,0.2692307692307692
Gerald Green,2006,6,20,0.3
Gerald Wallace,2006,14,50,0.28
Gilbert Arenas,2006,199,540,0.3685185185185185
Gordan Giricek,2006,18,59,0.3050847457627119
Grant Hill,2006,2,8,0.25
Greg Buckner,2006,86,243,0.35390946502057613
Greg Ostertag,2006,0,0,NA
Ha Seung-Jin,2006,0,0,NA
Hakim Warrick,2006,0,0,NA
Hedo Turkoglu,2006,114,283,0.4028268551236749
Howard Eisley,2006,13,42,0.30952380952380953
Ike Diogu,2006,0,0,NA
Ime Udoka,2006,1,3,0.3333333333333333
Ira Newble,2006,3,13,0.23076923076923078
J.R. Smith,2006,52,140,0.37142857142857144
Jackie Butler,2006,0,0,NA
Jackson Vroman,2006,0,0,NA
Jacque Vaughn,2006,1,6,0.16666666666666666
Jake Tsakalidis,2006,0,0,NA
Jake Voskuhl,2006,1,3,0.3333333333333333
Jalen Rose,2006,59,172,0.3430232558139535
Jamaal Magloire,2006,0,0,NA
Jamaal Tinsley,2006,16,70,0.22857142857142856
Jamal Crawford,2006,101,293,0.3447098976109215
Jamal Sampson,2006,0,0,NA
Jameer Nelson,2006,70,165,0.42424242424242425
James Jones,2006,110,285,0.38596491228070173
James Posey,2006,117,290,0.40344827586206894
James Singleton,2006,10,20,0.5
James Thomas,2006,0,0,NA
Jannero Pargo,2006,39,103,0.3786407766990291
Jared Jeffries,2006,16,50,0.32
Jarrett Jack,2006,20,76,0.2631578947368421
Jarron Collins,2006,0,0,NA
Jarvis Hayes,2006,17,47,0.3617021276595745
Jason Collins,2006,3,12,0.25
Jason Hart,2006,9,31,0.2903225806451613
Jason Kapono,2006,21,53,0.39622641509433965
Jason Kidd,2006,139,395,0.3518987341772152
Jason Maxiell,2006,0,0,NA
Jason Richardson,2006,183,477,0.3836477987421384
Jason Terry,2006,171,416,0.4110576923076923
Jason Williams,2006,107,288,0.3715277777777778
Jeff Foster,2006,0,4,0
Jeff McInnis,2006,3,16,0.1875
Jermaine Jackson,2006,1,4,0.25
Jermaine O'Neal,2006,3,10,0.3
Jerome James,2006,0,0,NA
Jerry Stackhouse,2006,36,130,0.27692307692307694
Jim Jackson,2006,18,74,0.24324324324324326
Jiri Welsch,2006,14,49,0.2857142857142857
Joe Johnson,2006,128,360,0.35555555555555557
Joe Smith,2006,0,2,0
Joel Przybilla,2006,0,0,NA
Joey Graham,2006,29,87,0.3333333333333333
Johan Petro,2006,0,0,NA
John Edwards,2006,0,0,NA
John Lucas III,2006,2,9,0.2222222222222222
John Salmons,2006,26,87,0.2988505747126437
John Thomas,2006,0,0,NA
Jon Barry,2006,12,32,0.375
Jonathan Bender,2006,0,0,NA
Jose Calderon,2006,7,43,0.16279069767441862
Josh Childress,2006,32,65,0.49230769230769234
Josh Davis,2006,0,2,0
Josh Howard,2006,27,63,0.42857142857142855
Josh Powell,2006,0,0,NA
Josh Smith,2006,34,110,0.3090909090909091
Juan Dixon,2006,65,170,0.38235294117647056
Julius Hodge,2006,0,0,NA
Jumaine Jones,2006,115,335,0.34328358208955223
Justin Reed,2006,0,1,0
Juwan Howard,2006,0,4,0
Kareem Rush,2006,57,164,0.3475609756097561
Keith Bogans,2006,65,200,0.325
Keith McLeod,2006,24,82,0.2926829268292683
Keith Van Horn,2006,50,136,0.36764705882352944
Kelvin Cato,2006,0,0,NA
Kendrick Perkins,2006,0,2,0
Kenny Thomas,2006,0,1,0
Kenyon Martin,2006,5,22,0.22727272727272727
Kevin Burleson,2006,10,54,0.18518518518518517
Kevin Garnett,2006,8,30,0.26666666666666666
Kevin Martin,2006,66,179,0.3687150837988827
Kevin Ollie,2006,1,3,0.3333333333333333
Keyon Dooling,2006,13,43,0.3023255813953488
Kirk Hinrich,2006,126,341,0.36950146627565983
Kirk Snyder,2006,46,129,0.35658914728682173
Kobe Bryant,2006,180,518,0.3474903474903475
Kris Humphries,2006,0,5,0
Kurt Thomas,2006,0,0,NA
Kwame Brown,2006,0,1,0
Kyle Korver,2006,184,438,0.4200913242009132
Lamar Odom,2006,80,215,0.37209302325581395
Lamond Murray,2006,27,78,0.34615384615384615
Laron Profit,2006,3,18,0.16666666666666666
Larry Hughes,2006,28,76,0.3684210526315789
Lawrence Roberts,2006,0,2,0
LeBron James,2006,127,379,0.33509234828496043
Leandro Barbosa,2006,87,196,0.44387755102040816
Lee Nailon,2006,0,0,NA
Linas Kleiza,2006,2,13,0.15384615384615385
Lindsey Hunter,2006,11,43,0.2558139534883721
Linton Johnson,2006,13,36,0.3611111111111111
Lonny Baxter,2006,0,0,NA
Loren Woods,2006,0,1,0
Lorenzen Wright,2006,0,2,0
Lou Williams,2006,2,9,0.2222222222222222
Luke Jackson,2006,12,36,0.3333333333333333
Luke Ridnour,2006,43,149,0.28859060402684567
Luke Schenscher,2006,0,0,NA
Luke Walton,2006,18,55,0.32727272727272727
Luol Deng,2006,21,78,0.2692307692307692
Luther Head,2006,113,313,0.3610223642172524
Maciej Lampe,2006,0,0,NA
Malik Allen,2006,1,1,1
Malik Rose,2006,1,1,1
Manu Ginobili,2006,83,217,0.3824884792626728
Marc Jackson,2006,1,2,0.5
Marcus Banks,2006,22,63,0.3492063492063492
Marcus Camby,2006,1,11,0.09090909090909091
Marcus Fizer,2006,1,1,1
Mario Kasun,2006,0,0,NA
Mark Blount,2006,0,0,NA
Mark Madsen,2006,0,7,0
Marko Jaric,2006,40,133,0.3007518796992481
Marquis Daniels,2006,4,19,0.21052631578947367
Martell Webster,2006,65,182,0.35714285714285715
Martynas Andriuskevicius,2006,0,0,NA
Marvin Williams,2006,13,53,0.24528301886792453
Mateen Cleaves,2006,4,16,0.25
Matt Barnes,2006,3,15,0.2
Matt Bonner,2006,102,243,0.41975308641975306
Matt Carroll,2006,72,185,0.3891891891891892
Matt Harpring,2006,14,39,0.358974358974359
Matt Walsh,2006,0,0,NA
Maurice Evans,2006,43,116,0.3706896551724138
Maurice Taylor,2006,0,1,0
Mehmet Okur,2006,80,234,0.3418803418803419
Melvin Ely,2006,0,2,0
Melvin Sanders,2006,2,3,0.6666666666666666
Metta World Peace,2006,78,253,0.308300395256917
Michael Bradley,2006,1,5,0.2
Michael Doleac,2006,0,0,NA
Michael Finley,2006,110,279,0.3942652329749104
Michael Olowokandi,2006,0,0,NA
Michael Redd,2006,163,413,0.3946731234866828
Michael Ruffin,2006,0,2,0
Mickael Pietrus,2006,56,176,0.3181818181818182
Mike Bibby,2006,192,497,0.386317907444668
Mike Dunleavy,2006,74,260,0.2846153846153846
Mike James,2006,169,382,0.4424083769633508
Mike Miller,2006,138,339,0.40707964601769914
Mike Sweetney,2006,0,0,NA
Mike Wilks,2006,3,19,0.15789473684210525
Mikki Moore,2006,0,2,0
Milt Palacio,2006,1,16,0.0625
Mo Williams,2006,73,191,0.38219895287958117
Monta Ellis,2006,28,82,0.34146341463414637
Moochie Norris,2006,4,14,0.2857142857142857
Morris Peterson,2006,177,448,0.3950892857142857
Nate Robinson,2006,58,146,0.3972602739726027
Nazr Mohammed,2006,0,0,NA
Nenad Krstic,2006,1,4,0.25
Nene Hilario,2006,0,0,NA
Nick Collison,2006,0,3,0
Nick Van Exel,2006,55,154,0.35714285714285715
Nikoloz Tskitishvili,2006,1,3,0.3333333333333333
Noel Felix,2006,1,3,0.3333333333333333
Orien Greene,2006,9,40,0.225
Othella Harrington,2006,0,0,NA
P.J. Brown,2006,0,0,NA
Pape Sow,2006,0,0,NA
Pat Burke,2006,2,7,0.2857142857142857
Pat Garrity,2006,50,129,0.3875968992248062
Pau Gasol,2006,3,12,0.25
Paul Pierce,2006,111,314,0.3535031847133758
Pavel Podkolzin,2006,0,0,NA
Peja Stojakovic,2006,162,404,0.400990099009901
Primoz Brezec,2006,0,2,0
Quentin Richardson,2006,64,188,0.3404255319148936
Quinton Ross,2006,0,7,0
Qyntel Woods,2006,22,60,0.36666666666666664
Raef LaFrentz,2006,112,286,0.3916083916083916
Rafael Araujo,2006,0,1,0
Rafer Alston,2006,102,312,0.3269230769230769
Raja Bell,2006,197,446,0.44170403587443946
Randy Holcomb,2006,0,0,NA
Randy Livingston,2006,0,0,NA
Rashad McCants,2006,67,180,0.37222222222222223
Rashard Lewis,2006,142,370,0.3837837837837838
Rasheed Wallace,2006,155,434,0.35714285714285715
Rasho Nesterovic,2006,0,2,0
Rasual Butler,2006,92,242,0.38016528925619836
Rawle Marshall,2006,1,3,0.3333333333333333
Ray Allen,2006,269,653,0.4119448698315467
Raymond Felton,2006,97,271,0.35793357933579334
Reece Gaines,2006,0,2,0
Reggie Evans,2006,0,1,0
Richard Hamilton,2006,55,120,0.4583333333333333
Richard Jefferson,2006,60,188,0.3191489361702128
Richie Frahm,2006,23,70,0.32857142857142857
Rick Brunson,2006,5,13,0.38461538461538464
Ricky Davis,2006,73,242,0.30165289256198347
Robert Horry,2006,53,144,0.3680555555555556
Robert Swift,2006,0,0,NA
Robert Whaley,2006,0,0,NA
Ronald Dupree,2006,0,1,0
Ronald Murray,2006,37,141,0.2624113475177305
Ronnie Price,2006,6,27,0.2222222222222222
Ronny Turiaf,2006,0,0,NA
Royal Ivey,2006,4,10,0.4
Ruben Patterson,2006,1,13,0.07692307692307693
Ryan Bowen,2006,3,22,0.13636363636363635
Ryan Gomes,2006,3,9,0.3333333333333333
Salim Stoudamire,2006,82,216,0.37962962962962965
Sam Cassell,2006,70,190,0.3684210526315789
Samaki Walker,2006,0,0,NA
Samuel Dalembert,2006,0,1,0
Sarunas Jasikevicius,2006,86,236,0.3644067796610169
Sasha Pavlovic,2006,35,96,0.3645833333333333
Sasha Vujacic,2006,59,172,0.3430232558139535
Scot Pollard,2006,0,0,NA
Scott Padgett,2006,42,121,0.34710743801652894
Sean Marks,2006,0,3,0
Sean May,2006,0,5,0
Sebastian Telfair,2006,57,162,0.35185185185185186
Sergei Monia,2006,9,34,0.2647058823529412
Shandon Anderson,2006,5,19,0.2631578947368421
Shane Battier,2006,65,165,0.3939393939393939
Shaquille O'Neal*,2006,0,0,NA
Shareef Abdur-Rahim,2006,5,22,0.22727272727272727
Sharrod Ford,2006,0,0,NA
Shaun Livingston,2006,1,8,0.125
Shavlik Randolph,2006,0,0,NA
Shawn Marion,2006,96,290,0.3310344827586207
Smush Parker,2006,120,328,0.36585365853658536
Speedy Claxton,2006,17,63,0.2698412698412698
Stacey Augmon,2006,0,0,NA
Stanislav Medvedenko,2006,0,0,NA
Stephen Graham,2006,2,10,0.2
Stephen Jackson,2006,117,339,0.34513274336283184
Stephon Marbury,2006,33,104,0.3173076923076923
Steve Blake,2006,76,184,0.41304347826086957
Steve Francis,2006,25,83,0.30120481927710846
Steve Nash,2006,150,342,0.43859649122807015
Steven Hunter,2006,0,0,NA
Stromile Swift,2006,0,2,0
T.J. Ford,2006,35,104,0.33653846153846156
Tayshaun Prince,2006,64,183,0.34972677595628415
Terence Morris,2006,0,2,0
Theo Ratliff,2006,0,0,NA
Tim Duncan,2006,2,5,0.4
Tim Thomas,2006,46,111,0.4144144144144144
Toni Kukoc,2006,45,147,0.30612244897959184
Tony Allen,2006,11,34,0.3235294117647059
Tony Battie,2006,0,6,0
Tony Delk,2006,20,47,0.425531914893617
Tony Parker,2006,11,36,0.3055555555555556
Tracy McGrady,2006,73,234,0.31196581196581197
Travis Diener,2006,25,57,0.43859649122807015
Travis Outlaw,2006,14,53,0.2641509433962264
Trenton Hassell,2006,7,23,0.30434782608695654
Trevor Ariza,2006,1,5,0.2
Troy Hudson,2006,40,101,0.39603960396039606
Troy Murphy,2006,58,181,0.32044198895027626
Tyronn Lue,2006,58,127,0.4566929133858268
Tyson Chandler,2006,0,1,0
Udonis Haslem,2006,0,2,0
Viktor Khryapa,2006,10,30,0.3333333333333333
Vin Baker,2006,0,0,NA
Vince Carter,2006,125,367,0.3405994550408719
Vitaly Potapenko,2006,0,0,NA
Vladimir Radmanovic,2006,138,354,0.3898305084745763
Von Wafer,2006,2,17,0.11764705882352941
Voshon Lenard,2006,25,78,0.32051282051282054
Wally Szczerbiak,2006,102,255,0.4
Walter McCarty,2006,10,45,0.2222222222222222
Wayne Simien,2006,0,0,NA
Will Bynum,2006,2,9,0.2222222222222222
Willie Green,2006,10,19,0.5263157894736842
Yao Ming*,2006,0,1,0
Yaroslav Korolev,2006,2,7,0.2857142857142857
Zach Randolph,2006,16,55,0.2909090909090909
Zarko Cabarkapa,2006,5,20,0.25
Zaza Pachulia,2006,0,2,0
Zeljko Rebraca,2006,0,0,NA
Zendon Hamilton,2006,0,0,NA
Zoran Planinic,2006,13,56,0.23214285714285715
Zydrunas Ilgauskas,2006,0,5,0
Aaron McKie,2007,0,0,NA
Aaron Williams,2007,0,1,0
Adam Morrison,2007,87,258,0.3372093023255814
Adonal Foyle,2007,0,0,NA
Adrian Griffin,2007,0,6,0
Al Harrington,2007,127,293,0.4334470989761092
Al Jefferson,2007,0,1,0
Alan Anderson,2007,5,20,0.25
Alan Henderson,2007,0,0,NA
Alexander Johnson,2007,0,0,NA
Allan Ray,2007,48,116,0.41379310344827586
Allen Iverson*,2007,62,197,0.3147208121827411
Alonzo Mourning*,2007,0,0,NA
Alvin Williams,2007,0,1,0
Amar'e Stoudemire,2007,0,3,0
Amir Johnson,2007,0,3,0
Anderson Varejao,2007,0,9,0
Andray Blatche,2007,4,27,0.14814814814814814
Andre Barrett,2007,0,0,NA
Andre Brown,2007,0,1,0
Andre Iguodala,2007,48,155,0.3096774193548387
Andre Miller,2007,5,35,0.14285714285714285
Andrea Bargnani,2007,100,268,0.373134328358209
Andreas Glyniadakis,2007,0,0,NA
Andrei Kirilenko,2007,16,75,0.21333333333333335
Andres Nocioni,2007,80,209,0.3827751196172249
Andrew Bogut,2007,1,5,0.2
Andrew Bynum,2007,0,3,0
Andris Biedrins,2007,0,0,NA
Antawn Jamison,2007,138,379,0.3641160949868074
Anthony Carter,2007,0,2,0
Anthony Johnson,2007,25,73,0.3424657534246575
Anthony Parker,2007,115,261,0.44061302681992337
Anthony Roberson,2007,21,55,0.38181818181818183
Antoine Walker,2007,84,305,0.2754098360655738
Antoine Wright,2007,19,59,0.3220338983050847
Antonio Daniels,2007,19,63,0.30158730158730157
Antonio McDyess,2007,0,0,NA
Austin Croshere,2007,26,91,0.2857142857142857
Baron Davis,2007,85,280,0.30357142857142855
Ben Gordon,2007,155,375,0.41333333333333333
Ben Wallace,2007,1,5,0.2
Beno Udrih,2007,33,115,0.28695652173913044
Bernard Robinson,2007,0,2,0
Bo Outlaw,2007,0,0,NA
Bobby Jackson,2007,54,165,0.32727272727272727
Bobby Jones,2007,1,9,0.1111111111111111
Bonzi Wells,2007,1,7,0.14285714285714285
Boris Diaw,2007,15,45,0.3333333333333333
Bostjan Nachbar,2007,112,265,0.4226415094339623
Bracey Wright,2007,6,20,0.3
Brad Miller,2007,5,33,0.15151515151515152
Brandon Bass,2007,0,1,0
Brandon Roy,2007,55,146,0.3767123287671233
Brendan Haywood,2007,0,0,NA
Brent Barry,2007,128,287,0.445993031358885
Brevin Knight,2007,1,18,0.05555555555555555
Brian Cardinal,2007,18,44,0.4090909090909091
Brian Cook,2007,46,115,0.4
Brian Scalabrine,2007,44,110,0.4
Brian Skinner,2007,0,0,NA
Bruce Bowen,2007,89,232,0.38362068965517243
C.J. Miles,2007,7,32,0.21875
Calvin Booth,2007,1,2,0.5
Carlos Arroyo,2007,14,51,0.27450980392156865
Carlos Boozer,2007,0,0,NA
Carlos Delfino,2007,46,138,0.3333333333333333
Carmelo Anthony,2007,40,149,0.2684563758389262
Caron Butler,2007,18,72,0.25
Cedric Bozeman,2007,2,13,0.15384615384615385
Cedric Simmons,2007,0,0,NA
Channing Frye,2007,3,18,0.16666666666666666
Charlie Bell,2007,127,361,0.3518005540166205
Charlie Villanueva,2007,29,86,0.3372093023255814
Chauncey Billups,2007,109,316,0.3449367088607595
Chris Bosh,2007,12,35,0.34285714285714286
Chris Duhon,2007,88,245,0.35918367346938773
Chris Kaman,2007,0,1,0
Chris McCray,2007,0,0,NA
Chris Paul,2007,50,143,0.34965034965034963
Chris Quinn,2007,20,57,0.3508771929824561
Chris Webber,2007,4,11,0.36363636363636365
Chris Wilcox,2007,0,6,0
Chuck Hayes,2007,0,0,NA
Chucky Atkins,2007,116,306,0.3790849673202614
Clifford Robinson,2007,25,66,0.3787878787878788
Corey Maggette,2007,13,65,0.2
Corliss Williamson,2007,0,2,0
Craig Smith,2007,0,6,0
Cuttino Mobley,2007,101,246,0.4105691056910569
Dahntay Jones,2007,5,12,0.4166666666666667
Dajuan Wagner,2007,1,1,1
Dale Davis,2007,0,0,NA
Damien Wilkins,2007,50,122,0.4098360655737705
Damir Markota,2007,6,16,0.375
Damon Jones,2007,89,231,0.3852813852813853
Damon Stoudamire,2007,59,175,0.33714285714285713
Dan Dickau,2007,16,61,0.26229508196721313
Dan Gadzuric,2007,0,1,0
Daniel Ewing,2007,14,44,0.3181818181818182
Daniel Gibson,2007,52,124,0.41935483870967744
Danny Fortson,2007,0,1,0
Danny Granger,2007,110,288,0.3819444444444444
Darius Songaila,2007,0,2,0
Darko Milicic,2007,0,1,0
Darrell Armstrong,2007,72,214,0.3364485981308411
Darrick Martin,2007,13,37,0.35135135135135137
David Harrison,2007,0,0,NA
David Lee,2007,0,0,NA
David Noel,2007,17,53,0.32075471698113206
David Wesley,2007,9,38,0.23684210526315788
David West,2007,8,25,0.32
DeSagana Diop,2007,0,1,0
DeShawn Stevenson,2007,74,183,0.40437158469945356
Dee Brown,2007,6,28,0.21428571428571427
Delonte West,2007,65,178,0.3651685393258427
DerMarr Johnson,2007,19,88,0.2159090909090909
Derek Anderson,2007,54,152,0.35526315789473684
Derek Fisher,2007,48,156,0.3076923076923077
Deron Williams,2007,82,255,0.3215686274509804
Desmon Farmer,2007,2,8,0.25
Desmond Mason,2007,0,0,NA
Devean George,2007,53,150,0.35333333333333333
Devin Brown,2007,81,227,0.3568281938325991
Devin Harris,2007,14,50,0.28
Didier Ilunga-Mbenga,2007,0,0,NA
Dijon Thompson,2007,0,2,0
Dikembe Mutombo*,2007,0,0,NA
Dirk Nowitzki,2007,72,173,0.4161849710982659
Donell Taylor,2007,3,17,0.17647058823529413
Donyell Marshall,2007,95,271,0.3505535055350554
Dorell Wright,2007,5,34,0.14705882352941177
Doug Christie,2007,1,6,0.16666666666666666
Drew Gooden,2007,1,6,0.16666666666666666
Dwayne Jones,2007,0,0,NA
Dwight Howard,2007,1,2,0.5
Dwyane Wade,2007,21,79,0.26582278481012656
Earl Barron,2007,0,1,0
Earl Boykins,2007,95,239,0.39748953974895396
Earl Watson,2007,92,280,0.32857142857142857
Eddie Griffin,2007,0,1,0
Eddie House,2007,75,175,0.42857142857142855
Eddie Jones,2007,78,222,0.35135135135135137
Eddy Curry,2007,1,1,1
Eduardo Najera,2007,1,12,0.08333333333333333
Elton Brand,2007,1,1,1
Emeka Okafor,2007,0,0,NA
Eric Piatkowski,2007,7,18,0.3888888888888889
Eric Snow,2007,0,4,0
Eric Williams,2007,8,19,0.42105263157894735
Erick Dampier,2007,0,0,NA
Ersan Ilyasova,2007,54,148,0.36486486486486486
Esteban Batista,2007,0,0,NA
Etan Thomas,2007,0,0,NA
Fabricio Oberto,2007,0,0,NA
Francisco Elson,2007,0,2,0
Francisco Garcia,2007,53,149,0.35570469798657717
Fred Jones,2007,39,128,0.3046875
Gary Payton*,2007,32,123,0.2601626016260163
Gerald Green,2007,95,258,0.3682170542635659
Gerald Wallace,2007,39,120,0.325
Gilbert Arenas,2007,205,584,0.351027397260274
Gordan Giricek,2007,52,122,0.4262295081967213
Grant Hill,2007,2,12,0.16666666666666666
Greg Buckner,2007,32,103,0.3106796116504854
Hakim Warrick,2007,0,8,0
Hassan Adams,2007,0,1,0
Hedo Turkoglu,2007,109,281,0.3879003558718861
Hilton Armstrong,2007,0,0,NA
Ike Diogu,2007,0,0,NA
Ime Udoka,2007,89,219,0.4063926940639269
Ira Newble,2007,8,15,0.5333333333333333
Ivan McFarlin,2007,0,1,0
J.J. Barea,2007,6,21,0.2857142857142857
J.J. Redick,2007,38,98,0.3877551020408163
J.R. Smith,2007,149,382,0.3900523560209424
Jackie Butler,2007,0,0,NA
Jacque Vaughn,2007,1,2,0.5
Jake Tsakalidis,2007,0,0,NA
Jake Voskuhl,2007,0,0,NA
Jalen Rose,2007,21,47,0.44680851063829785
Jamaal Magloire,2007,0,0,NA
Jamaal Tinsley,2007,61,193,0.3160621761658031
Jamal Crawford,2007,103,322,0.3198757763975155
Jamal Sampson,2007,0,1,0
Jameer Nelson,2007,65,194,0.33505154639175255
James Augustine,2007,0,0,NA
James Jones,2007,90,238,0.37815126050420167
James Lang,2007,0,0,NA
James Posey,2007,97,259,0.3745173745173745
James Singleton,2007,3,14,0.21428571428571427
James White,2007,2,7,0.2857142857142857
Jannero Pargo,2007,81,209,0.3875598086124402
Jared Jeffries,2007,2,20,0.1
Jared Reiner,2007,0,0,NA
Jarrett Jack,2007,63,180,0.35
Jarron Collins,2007,0,0,NA
Jarvis Hayes,2007,66,183,0.36065573770491804
Jason Collins,2007,0,2,0
Jason Hart,2007,7,29,0.2413793103448276
Jason Kapono,2007,108,210,0.5142857142857142
Jason Kidd,2007,124,361,0.34349030470914127
Jason Maxiell,2007,0,0,NA
